"","INDEX","TARGET_AMT","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","PARENT1","HOME_VAL","MSTATUS","SEX","EDUCATION","JOB","TRAVTIME","CAR_USE","BLUEBOOK","TIF","CAR_TYPE","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CAR_AGE","URBANICITY","TARGET_FLAG","TARGET_AMT"
"1617",7712,NA,2,45,3,0,"$0","No","$71,936","Yes","z_F","z_High School","Home Maker",36,"Private","$1,500",1,"z_SUV","no","$0",0,"No",2,1,"z_Highly Rural/ Rural","NO",0
"1618",7726,NA,0,41,0,10,"$48,835","No","$249,596","z_No","M","z_High School","z_Blue Collar",35,"Commercial","$10,480",6,"Pickup","yes","$2,702",1,"No",3,9,"Highly Urban/ Urban","YES",2485.26128775224
"1619",7728,NA,0,66,0,13,"$70,618","No","$263,650","Yes","z_F","PhD","Home Maker",89,"Private","$19,810",6,"Sports Car","no","$0",0,"No",0,13,"Highly Urban/ Urban","NO",0
"1620",7735,NA,0,52,0,13,"$43,393","No","","Yes","z_F","z_High School","Clerical",23,"Private","$12,890",1,"z_SUV","no","$10,782",3,"No",1,1,"Highly Urban/ Urban","NO",0
"1621",7737,NA,0,40,0,0,"$0","No","$0","Yes","M","z_High School","Student",45,"Commercial","$6,550",11,"Pickup","no","$1,176",2,"No",4,7,"Highly Urban/ Urban","YES",1987.92359564165
"1622",7739,NA,0,51,0,NA,"$0","No","$93,915","Yes","z_F","z_High School","Home Maker",38,"Private","$8,620",10,"z_SUV","no","$0",0,"No",4,1,"z_Highly Rural/ Rural","NO",0
"1623",7743,NA,0,19,3,11,"$5,228","Yes","$0","z_No","z_F","z_High School","Student",28,"Commercial","$15,080",14,"z_SUV","no","$0",0,"No",4,10,"Highly Urban/ Urban","YES",3881.92684663651
"1624",7744,NA,0,36,0,9,"$78,760","No","$0","z_No","z_F","PhD","Doctor",51,"Private","$12,980",6,"z_SUV","no","$32,996",1,"No",1,NA,"Highly Urban/ Urban","NO",0
"1625",7746,NA,0,28,1,NA,"$24,814","No","$103,896","Yes","M","<High School","Clerical",26,"Private","$7,750",4,"Minivan","yes","$5,556",1,"No",1,8,"Highly Urban/ Urban","NO",0
"1626",7749,NA,0,46,0,6,"$112,465","No","$0","z_No","M","Masters","Manager",36,"Commercial","$24,330",1,"Panel Truck","yes","$1,401",1,"No",0,14,"Highly Urban/ Urban","NO",0
"1627",7750,NA,0,53,0,0,"$0","No","$66,839","Yes","z_F","z_High School","Home Maker",6,"Private","$6,800",1,"Sports Car","no","$0",0,"No",1,1,"Highly Urban/ Urban","NO",0
"1628",7752,NA,0,44,0,7,"$68,820","No","$197,831","Yes","z_F","z_High School","z_Blue Collar",16,"Commercial","$12,780",1,"Sports Car","no","$0",0,"No",0,1,"z_Highly Rural/ Rural","NO",0
"1629",7755,NA,0,42,0,12,"$85,921","No","$270,346","Yes","z_F","Masters","Lawyer",41,"Private","$29,080",7,"Pickup","no","$1,551",3,"No",2,15,"Highly Urban/ Urban","NO",0
"1630",7756,NA,0,35,2,12,"$30,111","Yes","$0","z_No","M","z_High School","Clerical",48,"Private","$4,510",6,"Pickup","yes","$7,654",2,"No",9,1,"Highly Urban/ Urban","YES",4977.57515416797
"1631",7762,NA,1,40,2,7,"$50,272","No","$180,265","Yes","M","z_High School","z_Blue Collar",32,"Commercial","$10,530",6,"Pickup","no","$0",0,"No",5,1,"z_Highly Rural/ Rural","NO",0
"1632",7764,NA,0,47,0,12,"$28,107","No","$0","z_No","z_F","z_High School","Clerical",58,"Private","$9,010",1,"Sports Car","no","$8,598",1,"No",3,9,"Highly Urban/ Urban","YES",2382.78677419506
"1633",7769,NA,0,53,0,10,"$41,924","No","$0","z_No","z_F","z_High School","Home Maker",81,"Private","$6,800",1,"z_SUV","no","$0",0,"No",0,7,"z_Highly Rural/ Rural","NO",0
"1634",7770,NA,0,52,0,7,"$66,063","No","$208,162","z_No","M","Masters","Professional",33,"Commercial","$6,700",11,"Pickup","yes","$7,684",2,"No",3,19,"Highly Urban/ Urban","NO",0
"1635",7776,NA,0,39,0,13,"$31,348","No","$148,483","Yes","z_F","Masters","Lawyer",19,"Private","$8,530",4,"Minivan","no","$0",0,"Yes",0,15,"Highly Urban/ Urban","NO",0
"1636",7778,NA,0,50,0,10,"$12,623","No","$0","Yes","M","z_High School","Student",30,"Private","$2,760",4,"Minivan","yes","$6,748",3,"No",0,1,"Highly Urban/ Urban","NO",0
"1637",7784,NA,0,48,0,13,"$38,879","No","$0","z_No","z_F","Masters","Lawyer",35,"Private","$11,330",3,"z_SUV","no","$3,396",3,"No",4,1,"Highly Urban/ Urban","YES",2315.70123709798
"1638",7786,NA,1,45,2,14,"$46,684","No","$168,591","Yes","z_F","z_High School","Professional",22,"Private","$10,670",10,"z_SUV","no","$0",0,"No",2,1,"Highly Urban/ Urban","NO",0
"1639",7789,NA,0,56,0,13,"$69,152","No","$250,572","z_No","z_F","Bachelors","Professional",7,"Private","$14,020",7,"z_SUV","no","$0",0,"Yes",0,14,"Highly Urban/ Urban","NO",0
"1640",7793,NA,0,47,0,0,"$0","No","$0","z_No","z_F","Masters","Home Maker",13,"Private","$20,890",1,"z_SUV","no","$0",0,"No",1,15,"Highly Urban/ Urban","NO",0
"1641",7794,NA,0,53,0,7,"$97,495","No","$292,386","Yes","M","Masters","Manager",25,"Private","$20,940",6,"Van","yes","$0",0,"No",3,NA,"Highly Urban/ Urban","NO",0
"1642",7804,NA,0,48,0,7,"$55,050","No","$223,804","z_No","z_F","Bachelors","Professional",31,"Private","$6,300",1,"z_SUV","no","$0",0,"No",1,NA,"Highly Urban/ Urban","NO",0
"1643",7811,NA,0,57,0,13,"$117,612","No","","Yes","M","PhD","",24,"Commercial","$7,390",6,"Pickup","no","$0",0,"No",2,16,"Highly Urban/ Urban","NO",0
"1644",7813,NA,0,45,0,5,"$56,351","No","$219,589","Yes","M","z_High School","z_Blue Collar",5,"Commercial","$21,580",9,"Van","yes","$0",0,"No",0,8,"Highly Urban/ Urban","NO",0
"1645",7815,NA,0,45,0,15,"$15,151","No","$119,434","Yes","z_F","<High School","Clerical",40,"Private","$10,380",4,"z_SUV","no","$0",0,"No",2,1,"Highly Urban/ Urban","NO",0
"1646",7817,NA,0,39,3,16,"$42,535","No","$189,139","Yes","M","z_High School","Clerical",22,"Private","$13,350",1,"Minivan","yes","$0",0,"No",0,8,"z_Highly Rural/ Rural","NO",0
"1647",7818,NA,2,61,3,14,"$108,990","Yes","$0","z_No","M","PhD","Doctor",34,"Private","$37,510",6,"z_SUV","yes","$0",0,"No",0,12,"Highly Urban/ Urban","NO",0
"1648",7821,NA,0,43,1,15,"$80,012","No","$250,971","Yes","M","Masters","Lawyer",27,"Private","$13,800",4,"Minivan","no","$4,778",3,"No",5,21,"Highly Urban/ Urban","NO",0
"1649",7825,NA,0,50,0,NA,"$160,103","No","$376,152","Yes","z_F","Masters","Lawyer",29,"Private","$22,460",13,"Pickup","no","$0",0,"No",0,14,"Highly Urban/ Urban","NO",0
"1650",7830,NA,0,33,3,9,"$94,866","No","$271,416","Yes","z_F","z_High School","z_Blue Collar",50,"Commercial","$4,800",4,"Sports Car","no","$0",0,"No",3,11,"Highly Urban/ Urban","NO",0
"1651",7832,NA,0,39,0,13,"$86,737","No","$231,682","Yes","M","Bachelors","z_Blue Collar",6,"Commercial","$10,370",1,"Pickup","yes","$0",0,"No",0,9,"Highly Urban/ Urban","NO",0
"1652",7835,NA,0,47,0,NA,"$99,417","No","$299,437","Yes","M","<High School","z_Blue Collar",30,"Private","$16,140",1,"Minivan","no","$0",0,"No",0,3,"z_Highly Rural/ Rural","NO",0
"1653",7839,NA,0,52,0,10,"$136,123","No","$348,357","Yes","M","PhD","Home Maker",5,"Private","$10,810",1,"Sports Car","no","$1,810",1,"No",5,1,"Highly Urban/ Urban","NO",0
"1654",7842,NA,0,51,0,14,"$91,428","No","$309,772","Yes","M","Masters","Manager",50,"Private","$15,740",13,"Minivan","yes","$0",0,"No",2,9,"Highly Urban/ Urban","NO",0
"1655",7849,NA,0,30,3,15,"$20,944","Yes","$0","z_No","M","<High School","z_Blue Collar",33,"Private","$10,510",6,"Pickup","yes","$40,386",1,"No",5,1,"Highly Urban/ Urban","NO",0
"1656",7856,NA,0,61,0,13,"$58,566","No","$286,204","Yes","M","z_High School","z_Blue Collar",48,"Commercial","$24,340",1,"Panel Truck","yes","$0",0,"No",2,1,"Highly Urban/ Urban","YES",2955.63827166788
"1657",7857,NA,0,41,1,9,"$125,574","No","$305,880","Yes","M","Bachelors","Professional",38,"Private","$21,810",9,"Minivan","yes","$0",0,"No",0,8,"z_Highly Rural/ Rural","NO",0
"1658",7863,NA,0,60,1,15,"$70,695","No","$260,977","Yes","M","Masters","Lawyer",22,"Private","$14,570",1,"Minivan","yes","$0",0,"No",0,13,"Highly Urban/ Urban","NO",0
"1659",7866,NA,0,50,0,7,"$43,445","No","$149,248","Yes","z_F","Bachelors","Home Maker",56,"Private","$10,010",7,"z_SUV","no","$0",0,"No",1,11,"Highly Urban/ Urban","NO",0
"1660",7871,NA,0,50,0,10,"$16,917","No","$92,745","Yes","z_F","<High School","Clerical",23,"Private","$14,990",10,"Minivan","no","$0",0,"No",0,1,"Highly Urban/ Urban","NO",0
"1661",7875,NA,0,38,0,10,"","No","$0","z_No","z_F","z_High School","Clerical",12,"Private","$7,060",1,"Sports Car","no","$7,898",2,"No",0,1,"Highly Urban/ Urban","YES",1546.90545968056
"1662",7882,NA,0,35,0,13,"$62,971","No","$0","z_No","M","<High School","Manager",36,"Commercial","$19,760",1,"Van","yes","$7,908",1,"No",10,1,"Highly Urban/ Urban","YES",4976.56632299202
"1663",7887,NA,1,38,3,13,"$28,065","Yes","$112,596","z_No","M","Bachelors","Clerical",33,"Private","$4,310",10,"Minivan","no","$30,254",3,"Yes",0,8,"Highly Urban/ Urban","YES",2976.0280672573
"1664",7888,NA,2,40,2,11,"","Yes","$0","z_No","M","z_High School","z_Blue Collar",27,"Private","$13,420",6,"Minivan","no","$7,865",4,"No",3,1,"Highly Urban/ Urban","YES",3263.90204313886
"1665",7891,NA,2,36,4,11,"$36,844","Yes","$0","z_No","z_F","Bachelors","Clerical",38,"Private","$21,660",1,"z_SUV","no","$20,731",1,"Yes",7,9,"Highly Urban/ Urban","YES",5005.07791340934
"1666",7895,NA,0,46,0,11,"$114,924","No","$298,660","Yes","M","z_High School","z_Blue Collar",51,"Commercial","$38,600",9,"Panel Truck","yes","$0",0,"No",0,8,"z_Highly Rural/ Rural","NO",0
"1667",7901,NA,0,52,0,13,"","No","$218,142","Yes","M","Masters","",68,"Commercial","$9,560",1,"Pickup","no","$11,409",1,"No",0,15,"Highly Urban/ Urban","YES",1990.76680264704
"1668",7906,NA,0,44,0,12,"$69,357","No","$0","z_No","z_F","Bachelors","Professional",46,"Private","$13,240",4,"z_SUV","no","$0",0,"No",1,5,"Highly Urban/ Urban","NO",0
"1669",7908,NA,0,37,0,8,"$26,500","No","$169,170","z_No","z_F","z_High School","z_Blue Collar",33,"Commercial","$10,250",1,"z_SUV","no","$30,081",1,"Yes",5,1,"Highly Urban/ Urban","YES",3849.50589986976
"1670",7917,NA,0,52,0,13,"$70,055","No","","z_No","z_F","Masters","Manager",35,"Private","$8,510",3,"z_SUV","no","$0",0,"No",0,13,"Highly Urban/ Urban","NO",0
"1671",7924,NA,0,50,0,13,"$5,263","No","$0","z_No","z_F","z_High School","Student",29,"Commercial","$10,620",11,"z_SUV","no","$3,553",3,"No",2,7,"Highly Urban/ Urban","YES",2395.5873385901
"1672",7948,NA,1,45,1,15,"$197,836","No","$504,107","Yes","M","PhD","",15,"Commercial","$25,780",3,"Panel Truck","yes","$45,436",2,"Yes",1,NA,"Highly Urban/ Urban","NO",0
"1673",7950,NA,0,37,3,14,"$26,425","No","$127,470","Yes","M","<High School","z_Blue Collar",50,"Commercial","$9,030",4,"Pickup","yes","$1,602",2,"No",6,6,"Highly Urban/ Urban","YES",3270.07483186149
"1674",7955,NA,0,54,0,14,"$86,120","No","","z_No","z_F","Masters","",26,"Commercial","$29,890",10,"Pickup","no","$0",0,"No",0,17,"Highly Urban/ Urban","NO",0
"1675",7957,NA,0,52,0,11,"$95,892","No","$274,044","Yes","z_F","Bachelors","Manager",21,"Private","$11,090",7,"Pickup","no","$0",0,"No",1,9,"Highly Urban/ Urban","NO",0
"1676",7959,NA,0,46,0,15,"$24,276","No","$107,542","Yes","M","z_High School","Clerical",28,"Private","$11,900",1,"Pickup","no","$0",0,"No",0,1,"Highly Urban/ Urban","NO",0
"1677",7967,NA,0,52,0,11,"$103,831","No","$324,828","z_No","z_F","PhD","Doctor",53,"Private","$17,080",11,"Minivan","no","$0",0,"No",0,11,"Highly Urban/ Urban","NO",0
"1678",7969,NA,0,59,0,12,"$80,217","No","$275,635","Yes","M","Bachelors","z_Blue Collar",26,"Commercial","$26,630",1,"Panel Truck","no","$8,938",2,"No",6,12,"z_Highly Rural/ Rural","NO",0
"1679",7971,NA,0,48,0,12,"$108,601","No","$320,455","Yes","M","z_High School","z_Blue Collar",23,"Commercial","$17,160",17,"Van","yes","$31,227",2,"No",4,1,"Highly Urban/ Urban","NO",0
"1680",7974,NA,0,57,0,13,"$110,330","No","$0","z_No","M","Masters","",13,"Commercial","$18,230",10,"Van","no","$3,253",1,"No",2,NA,"Highly Urban/ Urban","NO",0
"1681",7976,NA,0,48,0,8,"$139,380","No","$388,124","Yes","M","Masters","Lawyer",53,"Private","$14,740",3,"Minivan","yes","$0",0,"No",1,12,"Highly Urban/ Urban","NO",0
"1682",7986,NA,0,31,3,15,"$6,393","Yes","$0","z_No","z_F","z_High School","Student",50,"Private","$1,500",8,"Sports Car","no","$5,540",2,"No",5,8,"Highly Urban/ Urban","YES",3313.46602435397
"1683",7987,NA,0,29,0,11,"$24,276","No","","z_No","z_F","<High School","z_Blue Collar",43,"Private","$6,830",1,"z_SUV","no","$5,808",1,"No",5,1,"Highly Urban/ Urban","YES",3138.68749455647
"1684",7993,NA,0,48,1,13,"$37,074","No","$184,181","Yes","z_F","z_High School","Professional",48,"Private","$15,190",1,"Minivan","no","$4,848",3,"No",1,1,"Highly Urban/ Urban","NO",0
"1685",7996,NA,2,45,2,9,"$14,640","No","$87,100","Yes","z_F","<High School","z_Blue Collar",37,"Private","$23,940",1,"z_SUV","no","$0",0,"No",2,5,"Highly Urban/ Urban","NO",0
"1686",7998,NA,0,40,0,10,"$78,589","No","$0","z_No","z_F","Bachelors","Manager",25,"Private","$9,360",4,"z_SUV","no","$800",3,"No",0,12,"Highly Urban/ Urban","NO",0
"1687",8018,NA,0,51,0,10,"$144,742","No","$0","z_No","z_F","Masters","Manager",14,"Private","$26,790",13,"Pickup","no","$0",0,"No",2,18,"Highly Urban/ Urban","NO",0
"1688",8019,NA,0,32,0,NA,"$24,506","No","$117,746","Yes","M","Bachelors","Clerical",66,"Commercial","$18,260",3,"Van","yes","$0",0,"No",0,10,"Highly Urban/ Urban","NO",0
"1689",8027,NA,0,47,0,0,"$0","No","$83,712","Yes","z_F","Bachelors","Home Maker",48,"Private","$13,300",11,"Pickup","no","$0",0,"No",0,13,"z_Highly Rural/ Rural","NO",0
"1690",8036,NA,0,51,0,10,"$104,355","No","$286,694","z_No","z_F","Masters","Manager",38,"Private","$17,040",3,"Minivan","no","$0",0,"No",1,15,"Highly Urban/ Urban","NO",0
"1691",8040,NA,0,40,0,9,"$70,381","No","$267,721","Yes","z_F","Masters","Manager",24,"Private","$15,880",8,"Sports Car","no","$0",0,"No",0,14,"Highly Urban/ Urban","NO",0
"1692",8044,NA,0,46,0,0,"$0","No","$0","Yes","M","z_High School","Student",40,"Commercial","$28,070",1,"Panel Truck","yes","$0",0,"No",2,NA,"z_Highly Rural/ Rural","NO",0
"1693",8050,NA,0,26,1,0,"$0","Yes","$0","z_No","z_F","Bachelors","Home Maker",65,"Private","$25,940",6,"Minivan","no","$0",0,"No",0,7,"z_Highly Rural/ Rural","NO",0
"1694",8052,NA,0,50,1,NA,"$96,013","Yes","$0","z_No","M","Masters","Manager",52,"Commercial","$26,400",3,"Panel Truck","no","$2,243",3,"No",0,13,"Highly Urban/ Urban","NO",0
"1695",8054,NA,0,34,3,0,"$0","No","$74,744","Yes","z_F","Bachelors","Home Maker",36,"Private","$4,900",7,"z_SUV","no","$8,272",2,"No",0,6,"Highly Urban/ Urban","YES",1136.06541355537
"1696",8057,NA,0,48,0,0,"$0","No","$0","z_No","z_F","Bachelors","Home Maker",31,"Private","$1,500",6,"Sports Car","no","$3,521",1,"No",6,7,"Highly Urban/ Urban","YES",2792.10737184899
"1697",8058,NA,0,52,0,8,"$153,688","No","$418,418","z_No","z_F","PhD","Manager",23,"Private","$8,470",6,"z_SUV","no","$0",0,"Yes",0,NA,"Highly Urban/ Urban","NO",0
"1698",8059,NA,0,35,0,12,"$73,647","No","$0","z_No","z_F","Bachelors","z_Blue Collar",57,"Commercial","$19,200",4,"Minivan","no","$0",0,"Yes",1,7,"Highly Urban/ Urban","YES",2467.69530915423
"1699",8066,NA,1,43,1,9,"$111,656","Yes","$0","z_No","z_F","Bachelors","Professional",55,"Private","$7,700",1,"Sports Car","no","$30,378",1,"Yes",5,9,"Highly Urban/ Urban","YES",4277.70118042681
"1700",8070,NA,0,59,2,18,"$137,183","No","$374,393","Yes","M","Masters","",5,"Commercial","$40,580",13,"Panel Truck","no","$0",0,"No",1,10,"Highly Urban/ Urban","NO",0
"1701",8072,NA,0,62,0,15,"$59,807","No","$194,391","Yes","M","Masters","Lawyer",25,"Private","$8,230",1,"Sports Car","yes","$41,794",3,"Yes",3,10,"Highly Urban/ Urban","YES",3038.82628673645
"1702",8078,NA,0,47,0,14,"$6,150","No","$0","Yes","M","<High School","Student",39,"Private","$8,240",13,"Pickup","yes","$0",0,"No",2,6,"z_Highly Rural/ Rural","NO",0
"1703",8079,NA,0,62,0,14,"$43,775","No","$173,539","Yes","M","Bachelors","z_Blue Collar",32,"Commercial","$1,500",1,"Sports Car","yes","$0",0,"No",0,1,"z_Highly Rural/ Rural","NO",0
"1704",8080,NA,0,44,4,0,"$0","No","$100,846","Yes","z_F","Bachelors","Home Maker",36,"Private","$1,500",4,"Sports Car","no","$9,637",1,"No",0,13,"Highly Urban/ Urban","NO",0
"1705",8081,NA,0,58,0,15,"$109,878","No","$298,537","Yes","M","PhD","",28,"Commercial","$22,260",1,"Van","no","$0",0,"No",1,15,"Highly Urban/ Urban","NO",0
"1706",8088,NA,0,50,0,13,"$93,454","No","$236,061","Yes","M","Bachelors","Professional",13,"Commercial","$24,090",6,"Panel Truck","yes","$0",0,"No",1,10,"Highly Urban/ Urban","NO",0
"1707",8091,NA,0,39,3,14,"","Yes","$0","z_No","z_F","<High School","z_Blue Collar",41,"Private","$16,070",1,"z_SUV","no","$4,338",2,"No",1,NA,"Highly Urban/ Urban","YES",2857.86840659711
"1708",8094,NA,0,47,0,0,"","No","$0","z_No","z_F","Masters","Home Maker",13,"Private","$11,780",3,"Minivan","no","$0",0,"No",4,15,"Highly Urban/ Urban","NO",0
"1709",8095,NA,0,24,1,10,"$9,761","No","$92,374","Yes","z_F","Bachelors","Professional",66,"Private","$11,320",10,"Sports Car","yes","$14,584",2,"Yes",10,0,"Highly Urban/ Urban","YES",5559.33022135459
"1710",8099,NA,0,46,0,14,"$129,798","No","$312,180","Yes","z_F","Masters","Manager",19,"Commercial","$23,550",1,"Pickup","no","$0",0,"No",0,12,"Highly Urban/ Urban","NO",0
"1711",8101,NA,0,29,2,14,"$60,157","No","$158,830","Yes","M","Bachelors","z_Blue Collar",5,"Commercial","$10,420",6,"Pickup","yes","$3,761",3,"No",2,8,"Highly Urban/ Urban","NO",0
"1712",8102,NA,0,56,0,5,"$82,624","No","$323,568","z_No","z_F","Bachelors","Professional",25,"Private","$22,700",9,"z_SUV","no","$0",0,"No",0,1,"z_Highly Rural/ Rural","NO",0
"1713",8116,NA,0,35,0,9,"$22,543","No","$150,019","z_No","z_F","<High School","Clerical",32,"Private","$7,250",4,"z_SUV","no","$3,002",1,"No",0,6,"Highly Urban/ Urban","NO",0
"1714",8125,NA,0,47,0,14,"$76,638","No","$264,483","Yes","M","z_High School","Manager",41,"Commercial","$14,020",4,"Minivan","yes","$1,620",1,"No",4,7,"Highly Urban/ Urban","NO",0
"1715",8134,NA,0,46,0,12,"$40,992","No","$165,542","Yes","z_F","z_High School","z_Blue Collar",5,"Commercial","$10,200",13,"z_SUV","no","$30,520",1,"No",7,1,"Highly Urban/ Urban","NO",0
"1716",8139,NA,0,41,0,12,"$100,258","No","$282,717","Yes","M","Bachelors","Professional",30,"Private","$30,660",9,"Minivan","yes","$0",0,"No",0,10,"Highly Urban/ Urban","NO",0
"1717",8141,NA,0,52,0,16,"$61,299","No","$260,164","Yes","M","z_High School","z_Blue Collar",10,"Commercial","$37,360",19,"Panel Truck","yes","$0",0,"No",0,1,"Highly Urban/ Urban","NO",0
"1718",8147,NA,2,37,2,9,"$20,050","No","$89,548","Yes","M","<High School","z_Blue Collar",35,"Private","$10,690",7,"Pickup","no","$0",0,"No",2,NA,"z_Highly Rural/ Rural","NO",0
"1719",8158,NA,0,50,0,0,"$0","No","$110,784","z_No","z_F","Masters","Home Maker",17,"Private","$18,660",1,"z_SUV","no","$1,427",1,"No",0,15,"Highly Urban/ Urban","NO",0
"1720",8160,NA,0,56,0,10,"$99,606","No","","z_No","M","Masters","Manager",14,"Private","$9,050",6,"Pickup","no","$0",0,"No",0,12,"Highly Urban/ Urban","NO",0
"1721",8165,NA,0,43,2,0,"$0","No","$0","Yes","M","z_High School","Student",42,"Private","$8,260",3,"Pickup","no","$0",0,"No",0,6,"Highly Urban/ Urban","NO",0
"1722",8187,NA,0,51,1,11,"$66,296","No","$205,130","Yes","M","Bachelors","Professional",58,"Commercial","$8,970",1,"Pickup","yes","$0",0,"No",0,1,"Highly Urban/ Urban","NO",0
"1723",8205,NA,0,50,0,14,"$49,256","No","$212,649","Yes","M","Bachelors","Manager",34,"Commercial","$11,430",4,"Pickup","no","$5,556",4,"No",2,1,"Highly Urban/ Urban","NO",0
"1724",8209,NA,0,45,0,11,"$49,957","No","$191,130","z_No","M","Bachelors","Professional",22,"Commercial","$18,710",4,"Van","yes","$0",0,"No",1,2,"Highly Urban/ Urban","NO",0
"1725",8211,NA,0,49,0,13,"$30,644","No","$174,753","Yes","z_F","PhD","Home Maker",32,"Private","$9,460",4,"z_SUV","no","$8,861",4,"No",5,10,"Highly Urban/ Urban","NO",0
"1726",8232,NA,0,49,0,11,"","No","$384,029","Yes","M","Masters","Professional",21,"Private","$23,170",7,"Minivan","no","$0",0,"No",0,18,"z_Highly Rural/ Rural","NO",0
"1727",8236,NA,0,39,0,11,"","No","$387,474","Yes","M","PhD","Lawyer",23,"Private","$5,400",3,"Pickup","yes","$0",0,"No",0,20,"Highly Urban/ Urban","NO",0
"1728",8237,NA,0,32,1,13,"$22,243","Yes","$0","z_No","z_F","Bachelors","Home Maker",5,"Commercial","$19,470",13,"Pickup","no","$0",0,"No",0,10,"Highly Urban/ Urban","NO",0
"1729",8238,NA,0,48,0,8,"$36,954","No","$0","z_No","M","z_High School","z_Blue Collar",37,"Commercial","$10,000",1,"Pickup","yes","$3,654",2,"No",3,1,"Highly Urban/ Urban","YES",2839.14347051475
"1730",8245,NA,0,48,0,5,"$14,938","No","$0","z_No","z_F","Bachelors","Student",16,"Private","$6,300",6,"z_SUV","no","$7,998",1,"No",5,10,"Highly Urban/ Urban","NO",0
"1731",8256,NA,0,39,0,9,"$133,060","No","$0","z_No","z_F","PhD","Lawyer",44,"Private","$5,400",7,"Sports Car","no","$2,897",2,"No",1,18,"Highly Urban/ Urban","NO",0
"1732",8268,NA,0,52,0,8,"$129,561","No","$336,369","Yes","M","Bachelors","Professional",46,"Private","$19,660",6,"Minivan","yes","$0",0,"No",1,12,"Highly Urban/ Urban","NO",0
"1733",8269,NA,0,44,0,12,"$100,046","No","$238,931","Yes","z_F","<High School","z_Blue Collar",38,"Private","$14,810",1,"z_SUV","no","$0",0,"No",0,6,"z_Highly Rural/ Rural","NO",0
"1734",8270,NA,0,32,3,10,"$22,901","No","$87,839","Yes","M","z_High School","Clerical",49,"Private","$13,200",6,"Minivan","no","$0",0,"Yes",1,6,"Highly Urban/ Urban","NO",0
"1735",8286,NA,0,43,0,11,"$30,183","No","$87,809","Yes","z_F","Masters","Home Maker",17,"Private","$8,820",6,"z_SUV","no","$0",0,"No",0,NA,"Highly Urban/ Urban","NO",0
"1736",8289,NA,0,58,2,17,"$51,318","No","$201,105","Yes","M","Bachelors","Professional",16,"Private","$13,080",4,"Minivan","yes","$0",0,"No",0,5,"Highly Urban/ Urban","NO",0
"1737",8301,NA,1,45,3,18,"$7,696","No","$0","Yes","M","<High School","Student",43,"Private","$9,790",1,"Pickup","yes","$0",0,"No",0,1,"Highly Urban/ Urban","NO",0
"1738",8305,NA,0,54,0,14,"$114,422","No","","Yes","z_F","Masters","Lawyer",33,"Private","$23,350",1,"z_SUV","no","$4,091",1,"No",0,16,"Highly Urban/ Urban","NO",0
"1739",8310,NA,0,30,4,12,"$58,248","Yes","$0","z_No","M","PhD","",25,"Private","$14,380",1,"Minivan","no","$0",0,"No",2,NA,"Highly Urban/ Urban","NO",0
"1740",8312,NA,0,49,0,7,"$86,847","No","$228,889","z_No","M","Masters","Professional",33,"Commercial","$23,210",1,"Panel Truck","yes","$0",0,"No",0,6,"z_Highly Rural/ Rural","NO",0
"1741",8318,NA,0,37,1,11,"$22,401","Yes","$0","z_No","z_F","<High School","z_Blue Collar",33,"Private","$7,440",4,"Sports Car","no","$30,099",3,"Yes",6,4,"Highly Urban/ Urban","YES",3822.38793662251
"1742",8321,NA,0,47,0,12,"$120,030","No","$321,152","z_No","z_F","Masters","Professional",6,"Private","$6,200",4,"z_SUV","no","$6,949",1,"No",3,16,"Highly Urban/ Urban","NO",0
"1743",8328,NA,0,57,0,15,"$98,323","No","$334,600","Yes","z_F","Bachelors","Manager",21,"Private","$11,330",7,"z_SUV","no","$0",0,"No",0,11,"Highly Urban/ Urban","NO",0
"1744",8331,NA,0,56,2,13,"$60,286","No","$213,596","Yes","z_F","Bachelors","z_Blue Collar",43,"Commercial","$13,130",6,"z_SUV","no","$0",0,"No",0,11,"z_Highly Rural/ Rural","NO",0
"1745",8334,NA,0,39,2,0,"$0","No","$105,472","Yes","z_F","<High School","Home Maker",10,"Private","$5,400",1,"Sports Car","no","$0",0,"No",0,1,"Highly Urban/ Urban","NO",0
"1746",8344,NA,0,45,0,4,"$83,111","No","$237,263","z_No","M","Bachelors","Manager",31,"Commercial","$18,610",7,"Van","no","$0",0,"No",2,7,"Highly Urban/ Urban","NO",0
"1747",8345,NA,0,40,0,0,"$0","No","$0","z_No","z_F","z_High School","Student",53,"Commercial","$22,180",3,"Sports Car","no","$0",0,"No",0,1,"z_Highly Rural/ Rural","NO",0
"1748",8352,NA,0,33,2,13,"$35,263","No","$169,916","Yes","z_F","<High School","z_Blue Collar",41,"Commercial","$10,620",13,"Minivan","no","$0",0,"No",3,1,"Highly Urban/ Urban","NO",0
"1749",8358,NA,0,42,0,NA,"$92,395","No","$277,497","Yes","M","Bachelors","z_Blue Collar",20,"Commercial","$10,470",1,"Pickup","no","$27,667",1,"Yes",4,11,"Highly Urban/ Urban","NO",0
"1750",8359,NA,0,48,0,10,"$34,606","No","$163,682","Yes","M","<High School","z_Blue Collar",59,"Private","$3,920",1,"Minivan","yes","$0",0,"No",1,1,"Highly Urban/ Urban","NO",0
