,INDEX,TARGET_FLAG,TARGET_AMT,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY
1829,8763,NO,0.000,0,44,0,12,"$33,833",No,"$172,826",Yes,z_F,<High School,z_Blue Collar,26,Private,"$22,330",11,Minivan,no,$0,0,No,1,1,z_Highly Rural/ Rural
1830,8764,NO,0.000,0,37,0,8,"$95,502",No,$0,z_No,z_F,Bachelors,Professional,37,Private,"$26,290",1,Sports Car,no,"$7,460",1,No,0,11,Highly Urban/ Urban
1831,8765,NO,0.000,0,42,2,13,"$38,092",No,"$150,907",Yes,z_F,z_High School,Clerical,15,Private,"$15,320",7,Sports Car,no,$0,0,No,0,1,Highly Urban/ Urban
1832,8773,NO,0.000,0,53,0,13,"$74,334",No,"$254,789",Yes,z_F,PhD,Manager,24,Private,"$6,800",10,z_SUV,no,"$5,854",1,No,1,16,Highly Urban/ Urban
1833,8780,NO,0.000,0,36,0,12,"$77,526",No,"$262,675",Yes,M,Bachelors,Professional,31,Private,"$12,850",7,Minivan,yes,"$8,271",3,No,5,11,Highly Urban/ Urban
1834,8781,NO,0.000,0,43,1,11,"$72,421",No,"$217,974",Yes,z_F,Bachelors,Manager,35,Private,"$13,760",3,z_SUV,no,"$1,018",1,No,1,18,Highly Urban/ Urban
1835,8782,NO,0.000,0,48,0,11,"$101,806",No,"$296,076",z_No,z_F,Masters,,36,Commercial,"$20,860",7,Pickup,no,"$26,433",3,Yes,0,23,Highly Urban/ Urban
1836,8785,NO,0.000,0,49,0,7,"$67,258",No,"$222,040",z_No,M,Masters,Lawyer,28,Private,"$21,760",6,Van,no,$0,0,No,1,10,Highly Urban/ Urban
1837,8786,NO,0.000,3,44,4,18,"$59,352",No,"$192,373",Yes,M,z_High School,Manager,17,Private,"$15,470",1,Minivan,yes,$0,0,No,0,1,Highly Urban/ Urban
1838,8797,YES,"2,835.310",0,47,0,6,"$32,267",No,$0,z_No,z_F,<High School,z_Blue Collar,63,Private,"$18,210",1,Sports Car,no,$0,0,Yes,6,NA,Highly Urban/ Urban
1839,8799,NO,0.000,0,57,0,14,"$89,448",No,"$255,481",Yes,z_F,PhD,Manager,20,Private,"$18,020",1,z_SUV,no,$0,0,No,0,14,Highly Urban/ Urban
1840,8807,YES,"3,060.616",2,37,2,10,"$47,473",No,"$190,556",Yes,M,z_High School,z_Blue Collar,37,Commercial,"$9,950",4,Pickup,no,"$2,981",2,No,3,8,Highly Urban/ Urban
1841,8816,NO,0.000,0,51,0,13,"$32,159",No,"$195,096",z_No,z_F,<High School,z_Blue Collar,46,Private,"$9,820",4,z_SUV,no,$0,0,No,0,6,z_Highly Rural/ Rural
1842,8817,NO,0.000,1,43,2,5,"$2,599",Yes,$0,z_No,M,Bachelors,Student,38,Private,"$1,760",3,Minivan,yes,$0,0,No,0,5,z_Highly Rural/ Rural
1843,8826,NO,0.000,0,27,2,NA,"$11,882",No,$0,Yes,z_F,z_High School,Student,39,Private,"$32,510",1,Pickup,no,"$10,780",2,No,1,8,Highly Urban/ Urban
1844,8833,NO,0.000,0,53,0,11,"$115,204",No,,Yes,M,Masters,,48,Commercial,"$18,320",6,Van,no,$0,0,No,0,15,Highly Urban/ Urban
1845,8834,NO,0.000,0,54,0,12,"$71,316",No,"$266,967",Yes,M,Masters,Manager,13,Commercial,"$32,660",7,Panel Truck,no,$0,0,No,0,17,Highly Urban/ Urban
1846,8835,NO,0.000,0,54,0,15,"$74,208",No,"$277,531",Yes,M,Bachelors,Manager,13,Commercial,"$22,330",7,Van,no,$0,0,No,2,10,Highly Urban/ Urban
1847,8840,NO,0.000,0,40,2,8,"$76,036",No,"$209,793",Yes,M,Bachelors,z_Blue Collar,32,Commercial,"$14,430",10,Minivan,yes,$0,0,No,0,9,Highly Urban/ Urban
1848,8843,NO,0.000,0,58,0,11,"$101,448",No,"$329,765",Yes,M,Bachelors,Professional,32,Private,"$17,440",1,Van,no,$0,0,No,0,12,Highly Urban/ Urban
1849,8849,NO,0.000,0,41,0,11,"$39,066",No,,Yes,z_F,z_High School,Clerical,25,Private,"$7,920",7,Sports Car,no,$0,0,No,3,1,Highly Urban/ Urban
1850,8855,NO,0.000,0,37,4,5,"$79,846",Yes,$0,z_No,z_F,<High School,z_Blue Collar,35,Commercial,"$20,460",6,z_SUV,no,$0,0,No,0,1,z_Highly Rural/ Rural
1851,8861,NO,0.000,0,45,0,10,"$93,996",No,"$316,275",Yes,z_F,Masters,Professional,47,Private,"$11,640",1,z_SUV,no,"$3,731",1,No,5,13,Highly Urban/ Urban
1852,8862,NO,0.000,0,45,0,10,"$49,675",No,"$181,340",z_No,M,PhD,Professional,36,Private,"$1,500",1,Minivan,yes,$0,0,No,0,12,Highly Urban/ Urban
1853,8865,NO,0.000,0,50,0,11,"$53,567",No,"$225,043",Yes,M,<High School,z_Blue Collar,15,Commercial,"$27,630",1,Panel Truck,no,$0,0,No,2,8,Highly Urban/ Urban
1854,8868,NO,0.000,2,37,2,7,"$125,309",No,,Yes,z_F,Bachelors,Professional,21,Private,"$19,900",11,Minivan,no,$0,0,No,0,8,z_Highly Rural/ Rural
1855,8870,NO,0.000,0,43,3,14,"$132,449",No,"$354,193",Yes,z_F,Masters,Manager,17,Private,"$27,530",10,Minivan,no,$0,0,No,2,14,Highly Urban/ Urban
1856,8880,NO,0.000,0,44,2,13,"$44,200",No,"$160,351",Yes,z_F,z_High School,Clerical,35,Private,"$10,910",4,z_SUV,no,$0,0,No,2,1,Highly Urban/ Urban
1857,8885,NO,0.000,0,46,0,5,"$133,912",No,$0,z_No,M,Masters,Lawyer,19,Private,"$14,890",13,Minivan,yes,$0,0,No,0,14,Highly Urban/ Urban
1858,8894,NO,0.000,0,45,0,15,"$128,801",No,$0,z_No,z_F,Masters,Lawyer,27,Private,"$25,900",3,Minivan,no,"$5,994",2,No,6,17,Highly Urban/ Urban
1859,8895,NO,0.000,0,50,0,9,"$139,452",No,"$364,308",Yes,z_F,PhD,Doctor,43,Private,"$11,900",8,Pickup,no,$0,0,Yes,1,NA,Highly Urban/ Urban
1860,8899,NO,0.000,2,58,3,15,"$41,781",No,"$195,766",Yes,z_F,z_High School,Clerical,43,Private,"$8,260",4,Minivan,no,$0,0,No,0,1,z_Highly Rural/ Rural
1861,8912,NO,0.000,0,45,0,10,"$48,344",No,$0,z_No,M,Masters,,59,Private,"$13,020",9,Minivan,no,"$7,102",3,No,4,NA,Highly Urban/ Urban
1862,8922,NO,0.000,0,46,0,12,"$16,468",No,"$100,941",Yes,z_F,Masters,Home Maker,44,Private,"$7,750",10,z_SUV,no,$0,0,No,0,11,z_Highly Rural/ Rural
1863,8924,NO,0.000,0,42,0,12,"$64,019",No,"$249,488",Yes,z_F,PhD,Doctor,38,Private,"$14,590",4,Sports Car,no,"$7,465",1,No,0,13,Highly Urban/ Urban
1864,8928,NO,0.000,0,49,0,16,"$25,371",No,"$143,256",Yes,M,z_High School,z_Blue Collar,20,Private,"$4,690",4,Pickup,yes,$0,0,No,3,11,Highly Urban/ Urban
1865,8932,NO,0.000,0,30,0,7,"$54,275",No,"$121,341",Yes,z_F,z_High School,Professional,17,Private,"$7,220",1,Sports Car,no,$0,0,No,5,1,Highly Urban/ Urban
1866,8943,NO,0.000,0,54,0,12,"$40,818",No,$0,z_No,z_F,Masters,Lawyer,34,Private,"$15,890",13,z_SUV,no,$0,0,No,0,15,Highly Urban/ Urban
1867,8945,NO,0.000,0,40,0,13,"$58,231",No,"$209,820",Yes,M,Bachelors,Manager,23,Private,"$5,400",1,Minivan,yes,"$2,983",1,No,3,13,Highly Urban/ Urban
1868,8946,NO,0.000,0,43,3,14,"$22,485",Yes,$0,z_No,z_F,<High School,z_Blue Collar,14,Private,"$8,050",13,z_SUV,no,$0,0,No,0,1,z_Highly Rural/ Rural
1869,8954,NO,0.000,0,53,0,10,"$123,954",No,$0,z_No,M,Masters,,18,Commercial,"$17,850",10,Van,yes,"$1,644",3,No,3,10,Highly Urban/ Urban
1870,8958,YES,"2,479.291",0,59,0,NA,"$2,238",No,"$96,941",Yes,z_F,z_High School,Home Maker,32,Private,"$7,620",1,z_SUV,no,"$2,490",2,No,2,8,Highly Urban/ Urban
1871,8960,YES,"2,675.404",0,41,2,NA,$0,Yes,,z_No,z_F,z_High School,Student,19,Private,"$14,540",1,Sports Car,no,"$3,641",1,No,0,1,Highly Urban/ Urban
1872,8965,NO,0.000,0,47,0,10,"$82,503",No,$0,z_No,z_F,Bachelors,Professional,38,Private,"$21,800",13,Sports Car,no,"$6,633",4,No,0,15,Highly Urban/ Urban
1873,8966,NO,0.000,0,29,2,0,,No,"$52,142",Yes,z_F,z_High School,Home Maker,37,Private,"$5,830",4,z_SUV,no,$0,0,No,1,8,z_Highly Rural/ Rural
1874,8967,NO,0.000,0,46,0,12,"$111,318",No,"$330,183",Yes,M,PhD,Doctor,43,Private,"$35,730",1,Minivan,no,"$2,935",1,No,0,14,Highly Urban/ Urban
1875,8969,NO,0.000,0,57,0,14,"$11,977",No,"$130,295",Yes,z_F,z_High School,Student,39,Commercial,"$16,360",9,Pickup,no,$0,0,No,2,9,Highly Urban/ Urban
1876,8980,NO,0.000,0,45,2,14,"$20,757",Yes,"$142,511",z_No,z_F,z_High School,z_Blue Collar,52,Commercial,"$3,580",10,z_SUV,no,$0,0,No,0,10,z_Highly Rural/ Rural
1877,8984,NO,0.000,0,52,0,0,$0,No,$0,Yes,M,<High School,Student,29,Private,"$6,700",6,Minivan,yes,$0,0,No,1,5,z_Highly Rural/ Rural
1878,8985,YES,"5,342.673",0,29,1,0,$0,Yes,$0,z_No,M,z_High School,Student,32,Private,"$4,400",6,Minivan,yes,"$3,359",3,No,8,7,Highly Urban/ Urban
1879,8988,NO,0.000,0,51,0,13,"$50,446",No,"$190,849",Yes,z_F,Bachelors,z_Blue Collar,50,Commercial,"$26,130",10,Pickup,no,"$1,412",3,No,3,1,Highly Urban/ Urban
1880,8989,NO,0.000,1,47,0,7,"$33,767",No,"$153,272",Yes,z_F,z_High School,Clerical,43,Commercial,"$28,140",6,Pickup,no,$0,0,No,0,1,Highly Urban/ Urban
1881,8995,NO,0.000,0,40,0,13,,No,"$199,444",Yes,z_F,z_High School,Home Maker,5,Private,"$14,340",4,z_SUV,no,$0,0,No,0,7,Highly Urban/ Urban
1882,9004,NO,0.000,0,48,0,8,,No,"$158,460",Yes,M,z_High School,Clerical,68,Commercial,"$21,270",1,Van,no,$0,0,No,0,10,z_Highly Rural/ Rural
1883,9010,NO,0.000,0,54,0,14,"$100,816",No,"$281,563",Yes,z_F,Masters,Lawyer,33,Private,"$21,680",6,Minivan,no,$0,0,No,1,20,Highly Urban/ Urban
1884,9012,NO,0.000,0,56,0,9,"$19,712",No,$0,z_No,M,Bachelors,Manager,28,Private,"$10,730",6,Pickup,yes,$0,0,No,3,NA,Highly Urban/ Urban
1885,9018,NO,0.000,0,33,0,10,"$44,315",No,"$193,380",z_No,z_F,z_High School,Manager,15,Private,"$5,930",1,Sports Car,no,$0,0,Yes,2,11,Highly Urban/ Urban
1886,9036,NO,0.000,0,40,0,NA,"$21,104",No,"$106,870",Yes,z_F,<High School,z_Blue Collar,29,Private,"$3,610",4,z_SUV,no,$0,0,No,0,1,Highly Urban/ Urban
1887,9037,NO,0.000,0,39,0,12,"$49,652",No,"$208,319",Yes,M,Bachelors,Manager,46,Private,"$10,370",6,Pickup,yes,$0,0,Yes,1,10,Highly Urban/ Urban
1888,9040,NO,0.000,0,49,0,7,"$56,462",No,"$173,487",Yes,z_F,Bachelors,Professional,39,Private,"$22,720",13,Minivan,no,"$5,495",1,No,5,10,Highly Urban/ Urban
1889,9041,NO,0.000,0,51,0,11,"$8,260",No,"$124,947",z_No,M,z_High School,Student,31,Commercial,"$15,620",6,Minivan,yes,$0,0,No,1,9,Highly Urban/ Urban
1890,9044,YES,"3,924.156",0,57,0,13,"$196,889",No,"$484,353",z_No,M,Masters,Professional,42,Commercial,"$43,250",1,Panel Truck,yes,"$9,784",2,No,6,15,Highly Urban/ Urban
1891,9045,NO,0.000,0,50,0,10,"$45,620",No,"$170,796",Yes,z_F,Bachelors,Manager,20,Private,"$14,790",4,z_SUV,no,$0,0,No,1,5,Highly Urban/ Urban
1892,9047,NO,0.000,0,26,3,15,"$69,789",No,"$206,181",Yes,z_F,z_High School,Manager,37,Private,"$11,770",1,z_SUV,no,"$2,960",3,No,5,7,Highly Urban/ Urban
1893,9049,NO,0.000,0,43,0,13,"$45,355",No,"$151,271",Yes,z_F,<High School,z_Blue Collar,12,Private,"$10,340",1,z_SUV,no,$0,0,No,0,1,z_Highly Rural/ Rural
1894,9061,NO,0.000,0,40,0,12,"$43,072",No,"$120,442",Yes,M,z_High School,Clerical,38,Private,"$13,980",1,Minivan,yes,$0,0,No,0,1,z_Highly Rural/ Rural
1895,9062,NO,0.000,0,45,2,15,"$135,768",No,"$347,575",Yes,M,Masters,,22,Commercial,"$19,580",1,Van,yes,"$8,176",2,No,6,15,Highly Urban/ Urban
1896,9076,NO,0.000,0,34,1,11,,Yes,$0,z_No,z_F,Masters,Manager,22,Private,"$20,490",4,Sports Car,no,$0,0,No,0,18,Highly Urban/ Urban
1897,9079,NO,0.000,0,40,2,14,"$23,095",No,"$140,824",Yes,z_F,<High School,Clerical,19,Private,"$7,810",1,Minivan,no,"$5,128",2,No,1,NA,Highly Urban/ Urban
1898,9081,NO,0.000,0,41,0,9,"$173,557",No,"$450,715",z_No,M,Masters,,34,Commercial,"$22,960",7,Panel Truck,yes,"$5,447",3,No,0,15,Highly Urban/ Urban
1899,9082,NO,0.000,0,41,3,12,"$62,943",No,"$229,852",Yes,M,z_High School,Clerical,28,Private,"$27,820",1,Minivan,yes,$0,0,No,2,1,Highly Urban/ Urban
1900,9089,YES,"1,732.929",0,40,3,9,"$17,372",No,"$107,484",Yes,z_F,z_High School,Clerical,33,Private,"$7,240",6,z_SUV,no,"$20,134",2,Yes,3,1,Highly Urban/ Urban
1901,9092,NO,0.000,1,43,2,15,"$58,025",No,"$211,109",Yes,M,Bachelors,Clerical,16,Commercial,"$28,840",6,Panel Truck,yes,$0,0,No,0,8,Highly Urban/ Urban
1902,9094,NO,0.000,1,60,2,17,"$52,002",Yes,"$242,854",z_No,M,Masters,,5,Commercial,"$28,140",4,Panel Truck,no,$0,0,No,0,12,Highly Urban/ Urban
1903,9115,NO,0.000,0,52,0,11,"$41,408",No,"$199,056",z_No,z_F,Bachelors,Clerical,32,Private,"$5,640",4,z_SUV,no,$0,0,No,0,10,z_Highly Rural/ Rural
1904,9117,NO,0.000,0,44,0,11,"$38,988",No,"$152,614",z_No,z_F,<High School,Home Maker,11,Private,"$5,700",6,z_SUV,no,$525,1,No,1,1,Highly Urban/ Urban
1905,9118,NO,0.000,1,41,3,13,$257,Yes,$0,z_No,z_F,<High School,Home Maker,14,Private,"$5,630",4,z_SUV,no,"$7,902",1,No,5,1,z_Highly Rural/ Rural
1906,9120,NO,0.000,0,41,2,14,"$146,370",No,"$381,878",Yes,M,z_High School,Manager,34,Private,"$20,420",7,Minivan,yes,$0,0,No,0,1,Highly Urban/ Urban
1907,9124,NO,0.000,0,56,0,12,"$17,546",No,$0,z_No,z_F,Bachelors,Home Maker,20,Private,"$27,740",4,Pickup,no,$0,0,No,0,7,z_Highly Rural/ Rural
1908,9128,NO,0.000,2,42,3,12,"$62,386",No,"$202,871",Yes,M,Bachelors,Professional,19,Private,"$11,940",4,Minivan,yes,"$39,058",2,No,6,9,Highly Urban/ Urban
1909,9135,NO,0.000,1,42,2,12,"$38,504",No,"$172,963",Yes,M,z_High School,z_Blue Collar,34,Commercial,"$21,600",1,Minivan,no,$0,0,No,1,5,Highly Urban/ Urban
1910,9136,YES,"4,950.302",0,26,0,9,"$24,722",No,$0,z_No,z_F,<High School,Clerical,31,Private,"$7,900",4,z_SUV,no,"$1,320",2,No,10,4,Highly Urban/ Urban
1911,9138,NO,0.000,0,22,2,0,$0,No,$0,Yes,z_F,PhD,Home Maker,47,Private,"$13,000",6,z_SUV,yes,"$7,191",1,No,0,11,Highly Urban/ Urban
1912,9157,NO,0.000,0,50,0,0,$0,No,"$56,441",z_No,z_F,z_High School,Home Maker,16,Private,"$12,460",4,z_SUV,no,$0,0,No,2,1,Highly Urban/ Urban
1913,9176,NO,0.000,0,50,0,12,"$134,293",No,"$351,880",Yes,M,Masters,Lawyer,43,Private,"$15,890",1,Minivan,no,$0,0,No,0,23,Highly Urban/ Urban
1914,9183,NO,0.000,0,45,1,11,"$73,543",No,"$225,263",Yes,M,Masters,,46,Commercial,"$17,860",6,Van,no,$0,0,No,2,12,Highly Urban/ Urban
1915,9187,NO,0.000,0,50,0,13,"$36,504",No,"$209,726",z_No,z_F,<High School,z_Blue Collar,35,Private,"$15,550",6,z_SUV,no,$0,0,Yes,0,3,Highly Urban/ Urban
1916,9188,NO,0.000,0,53,0,0,,No,"$72,115",Yes,z_F,PhD,Home Maker,19,Private,"$6,800",4,Sports Car,no,"$7,236",3,No,4,19,Highly Urban/ Urban
1917,9190,NO,0.000,0,64,0,0,$0,No,$0,z_No,z_F,z_High School,Student,36,Private,"$8,750",4,Sports Car,no,$0,0,No,3,9,z_Highly Rural/ Rural
1918,9197,NO,0.000,0,51,0,15,"$16,750",No,"$142,254",Yes,M,<High School,Clerical,28,Private,"$8,280",1,Pickup,yes,$0,0,No,0,1,z_Highly Rural/ Rural
1919,9200,NO,0.000,2,40,3,13,,No,$0,Yes,z_F,z_High School,Student,5,Private,"$6,710",6,z_SUV,no,$0,0,No,0,1,z_Highly Rural/ Rural
1920,9201,NO,0.000,0,55,0,12,"$32,227",No,"$134,375",Yes,z_F,Masters,Lawyer,21,Private,"$10,220",7,z_SUV,no,"$4,285",2,No,3,14,Highly Urban/ Urban
1921,9203,NO,0.000,0,51,0,13,"$27,450",No,"$115,618",Yes,M,z_High School,Clerical,40,Private,"$9,340",1,Minivan,yes,$0,0,No,1,1,z_Highly Rural/ Rural
1922,9212,NO,0.000,0,40,0,NA,"$71,502",No,"$213,441",Yes,z_F,Bachelors,z_Blue Collar,20,Commercial,"$5,500",7,z_SUV,no,$0,0,Yes,0,10,Highly Urban/ Urban
1923,9213,NO,0.000,0,49,0,10,"$88,937",No,"$276,837",Yes,M,Masters,Professional,56,Private,"$15,290",1,Minivan,yes,$0,0,No,0,18,Highly Urban/ Urban
1924,9214,NO,0.000,0,44,1,14,"$81,369",No,"$226,959",Yes,z_F,<High School,z_Blue Collar,52,Private,"$13,760",4,z_SUV,no,"$28,499",2,Yes,5,1,z_Highly Rural/ Rural
1925,9217,NO,0.000,0,34,1,11,"$82,251",No,"$215,483",Yes,z_F,Masters,Lawyer,46,Private,"$10,500",6,z_SUV,no,$0,0,Yes,0,NA,Highly Urban/ Urban
1926,9219,NO,0.000,0,33,1,10,"$118,861",No,"$270,664",Yes,z_F,Bachelors,Professional,37,Private,"$16,690",4,Minivan,no,$0,0,No,0,7,z_Highly Rural/ Rural
1927,9220,NO,0.000,0,47,0,0,,No,$0,Yes,z_F,PhD,Doctor,42,Private,"$13,860",6,z_SUV,no,"$4,451",2,No,0,13,Highly Urban/ Urban
1928,9221,NO,0.000,0,61,0,11,"$44,470",No,"$215,628",Yes,z_F,Bachelors,Professional,53,Private,"$12,850",7,Minivan,no,$0,0,No,6,11,Highly Urban/ Urban
1929,9237,NO,0.000,0,46,0,8,"$73,872",No,"$245,878",Yes,z_F,Masters,Lawyer,43,Private,"$17,550",10,z_SUV,no,$0,0,No,3,16,z_Highly Rural/ Rural
1930,9240,NO,0.000,0,54,0,15,"$43,821",No,$0,z_No,z_F,Masters,Lawyer,6,Private,"$11,770",1,Minivan,no,$0,0,No,2,15,Highly Urban/ Urban
1931,9241,NO,0.000,0,52,0,13,"$41,137",No,,Yes,M,Masters,Professional,49,Private,"$14,080",6,Minivan,yes,$0,0,No,0,15,z_Highly Rural/ Rural
1932,9248,NO,0.000,0,29,3,10,"$30,254",No,"$118,302",Yes,z_F,z_High School,z_Blue Collar,30,Commercial,"$18,020",4,Minivan,no,$0,0,No,0,1,Highly Urban/ Urban
1933,9253,YES,"2,492.677",0,36,0,9,"$73,430",No,"$235,484",z_No,M,z_High School,z_Blue Collar,10,Commercial,"$12,440",4,Minivan,no,"$33,999",1,Yes,2,1,Highly Urban/ Urban
1934,9259,YES,"2,938.159",1,42,1,15,"$37,586",No,"$120,221",Yes,M,<High School,Clerical,7,Commercial,"$23,390",1,Panel Truck,yes,"$4,101",4,No,3,1,Highly Urban/ Urban
1935,9267,NO,0.000,0,54,0,13,"$73,985",No,"$242,788",Yes,M,Masters,,20,Commercial,"$33,190",6,Panel Truck,no,$0,0,No,2,18,Highly Urban/ Urban
1936,9271,YES,"3,646.282",0,57,0,14,"$40,122",No,"$171,054",z_No,z_F,PhD,Lawyer,37,Private,"$11,210",10,Sports Car,no,"$9,171",1,No,7,15,Highly Urban/ Urban
1937,9273,NO,0.000,0,45,0,13,"$16,736",No,"$102,335",Yes,z_F,<High School,Clerical,44,Private,"$7,670",11,Sports Car,no,$0,0,No,0,9,Highly Urban/ Urban
1938,9285,NO,0.000,0,48,0,11,"$110,915",No,"$350,621",Yes,M,Masters,Manager,36,Private,"$21,290",4,Minivan,no,$0,0,No,0,14,Highly Urban/ Urban
1939,9290,NO,0.000,0,49,0,10,"$138,368",No,"$348,250",z_No,M,Bachelors,Manager,37,Private,"$20,240",4,Van,yes,"$2,758",1,No,4,1,Highly Urban/ Urban
1940,9291,NO,0.000,0,47,0,2,"$55,527",No,$0,z_No,z_F,Bachelors,z_Blue Collar,81,Commercial,"$23,470",1,Pickup,no,$0,0,No,1,11,z_Highly Rural/ Rural
1941,9293,NO,0.000,0,57,0,14,"$154,207",No,"$408,267",Yes,z_F,PhD,Doctor,38,Private,"$36,180",4,Sports Car,no,$0,0,No,2,8,Highly Urban/ Urban
1942,9294,NO,0.000,0,42,1,15,"$135,276",No,"$332,701",Yes,M,PhD,Doctor,25,Private,"$19,230",1,Van,yes,$0,0,No,0,13,Highly Urban/ Urban
1943,9301,NO,0.000,0,50,0,7,"$26,630",No,,z_No,M,z_High School,Manager,47,Private,"$17,290",6,Minivan,no,$0,0,No,0,6,Highly Urban/ Urban
1944,9302,NO,0.000,0,63,0,13,"$157,720",No,"$449,806",Yes,z_F,PhD,Doctor,19,Private,"$23,570",6,z_SUV,no,$0,0,No,3,17,Highly Urban/ Urban
1945,9312,NO,0.000,0,61,0,14,"$120,074",No,$0,z_No,z_F,PhD,Doctor,17,Private,"$8,030",6,Sports Car,no,$0,0,No,0,18,z_Highly Rural/ Rural
1946,9316,NO,0.000,0,56,3,0,$0,No,$0,Yes,z_F,z_High School,Student,39,Commercial,"$7,420",6,z_SUV,no,"$5,442",2,No,9,8,z_Highly Rural/ Rural
1947,9319,YES,"2,579.045",0,32,3,9,,Yes,$0,z_No,z_F,Masters,,42,Private,"$1,500",6,Sports Car,no,"$27,582",4,No,3,16,Highly Urban/ Urban
1948,9328,NO,0.000,0,54,0,12,,No,"$296,150",Yes,M,PhD,Manager,22,Private,"$18,680",1,Van,no,$0,0,No,1,14,Highly Urban/ Urban
1949,9331,YES,"2,391.936",1,41,3,0,$0,No,"$65,293",Yes,z_F,z_High School,Home Maker,42,Private,"$1,500",7,Sports Car,no,"$19,425",1,Yes,1,1,Highly Urban/ Urban
1950,9338,NO,0.000,0,53,0,0,$0,No,"$134,371",Yes,M,Masters,Home Maker,49,Private,"$11,450",4,Pickup,yes,$0,0,No,4,16,z_Highly Rural/ Rural
1951,9350,NO,0.000,0,47,0,13,"$47,213",No,$0,z_No,z_F,Masters,Lawyer,40,Private,"$27,260",5,Van,no,"$1,957",3,No,1,16,Highly Urban/ Urban
1952,9356,NO,0.000,0,52,0,8,"$44,432",No,"$149,078",z_No,M,Masters,Lawyer,22,Private,"$18,100",6,Van,yes,$0,0,No,0,13,Highly Urban/ Urban
1953,9359,NO,0.000,0,50,0,11,"$17,671",No,"$130,075",Yes,z_F,<High School,Clerical,81,Private,"$8,840",1,z_SUV,no,"$5,787",1,No,1,1,Highly Urban/ Urban
1954,9362,NO,0.000,0,52,0,10,"$146,020",No,"$372,705",z_No,M,PhD,,40,Commercial,"$21,300",1,Van,yes,"$6,730",2,No,3,13,Highly Urban/ Urban
1955,9364,NO,0.000,0,53,0,9,"$103,645",No,"$327,281",Yes,M,PhD,,30,Commercial,"$17,160",6,Van,yes,$0,0,No,1,13,Highly Urban/ Urban
1956,9370,NO,0.000,0,41,0,13,"$72,146",No,,Yes,z_F,z_High School,z_Blue Collar,38,Commercial,"$17,900",6,Pickup,no,"$3,736",2,No,0,6,Highly Urban/ Urban
1957,9380,NO,0.000,2,42,2,15,"$161,203",No,"$401,918",Yes,M,PhD,Manager,36,Private,"$5,700",10,Pickup,no,$0,0,No,0,NA,Highly Urban/ Urban
1958,9386,NO,0.000,0,44,3,19,"$71,292",No,"$245,771",Yes,z_F,<High School,z_Blue Collar,14,Private,"$23,570",5,z_SUV,no,$0,0,No,0,1,Highly Urban/ Urban
1959,9394,NO,0.000,0,47,0,10,"$59,936",No,"$183,741",z_No,z_F,z_High School,Manager,6,Private,"$12,190",1,Sports Car,no,"$6,856",3,No,3,9,Highly Urban/ Urban
1960,9407,NO,0.000,0,49,0,9,,No,,Yes,M,z_High School,z_Blue Collar,43,Commercial,"$8,670",10,Pickup,yes,$0,0,No,2,NA,Highly Urban/ Urban
1961,9411,YES,"2,749.980",0,47,0,0,$0,No,$0,z_No,z_F,PhD,Home Maker,28,Commercial,"$18,040",6,Sports Car,no,$0,0,No,6,10,Highly Urban/ Urban
1962,9422,NO,0.000,0,42,0,10,,No,$0,z_No,M,Bachelors,Clerical,63,Private,"$20,200",1,Van,no,$0,0,No,1,10,Highly Urban/ Urban
1963,9423,NO,0.000,0,46,0,10,"$70,307",No,"$226,429",Yes,z_F,Bachelors,z_Blue Collar,36,Commercial,"$8,870",4,Sports Car,no,$0,0,No,0,10,Highly Urban/ Urban
1964,9429,NO,0.000,1,42,3,12,"$35,933",No,"$148,959",Yes,z_F,<High School,Clerical,5,Private,"$7,240",1,z_SUV,no,$0,0,No,0,5,Highly Urban/ Urban
1965,9433,NO,0.000,0,40,0,9,"$28,747",No,"$149,708",z_No,M,Masters,Lawyer,55,Private,"$10,520",3,Minivan,no,$0,0,No,1,12,Highly Urban/ Urban
1966,9439,NO,0.000,0,51,0,16,,No,"$165,641",Yes,M,Bachelors,Professional,7,Private,"$34,180",6,Minivan,no,$0,0,No,2,14,Highly Urban/ Urban
1967,9451,NO,0.000,0,55,0,10,"$20,046",No,"$154,672",Yes,z_F,Masters,Manager,57,Private,"$5,300",3,z_SUV,no,$0,0,No,2,20,Highly Urban/ Urban
1968,9452,NO,0.000,0,53,1,10,"$37,172",Yes,"$195,043",z_No,z_F,z_High School,z_Blue Collar,5,Commercial,"$10,520",10,z_SUV,no,$0,0,No,1,1,Highly Urban/ Urban
1969,9453,NO,0.000,0,41,0,6,"$30,676",No,"$150,713",Yes,z_F,z_High School,Clerical,26,Private,"$5,600",6,Minivan,no,$0,0,No,1,9,z_Highly Rural/ Rural
1970,9460,NO,0.000,0,47,0,7,,No,"$234,317",z_No,M,Bachelors,Clerical,37,Private,"$4,210",6,Minivan,yes,$0,0,No,0,7,z_Highly Rural/ Rural
1971,9465,NO,0.000,0,54,0,13,"$25,929",No,"$187,573",Yes,M,<High School,Clerical,5,Commercial,"$9,490",6,Pickup,no,$0,0,No,2,7,z_Highly Rural/ Rural
